ticket_id,created_at,customer_id,channel,subject,message,category,priority,status,sentiment,summary,assigned_team
TCK-0315,2026-02-19 02:05:37,CUST-1088,chat,Double charge,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Double charge: The invoice amount looks incorrect on my account.,billing
TCK-0316,2026-01-21 15:20:37,CUST-1103,chat,Login problem,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Login problem: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0317,2026-03-14 21:14:37,CUST-1245,email,Subscription billing issue,I was charged twice for my subscription and I need a refund.,billing,high,closed,negative,Subscription billing issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0318,2026-03-04 23:44:37,CUST-1138,web,Dashboard crash,I cannot log into my account after resetting my password.,technical,high,open,negative,Dashboard crash: I cannot log into my account after resetting my password.,engineering
TCK-0319,2026-03-01 10:07:37,CUST-1230,phone,Invoice problem,I have not received my refund after several days.,billing,high,pending,negative,Invoice problem: I have not received my refund after several days.,billing
TCK-0320,2026-03-06 03:42:37,CUST-1070,email,Bug report,The export button crashes every time I click on it.,technical,high,open,neutral,Bug report: The export button crashes every time I click on it.,engineering
TCK-0321,2026-01-29 11:32:37,CUST-1136,chat,Login problem,I am unable to access a feature that worked yesterday.,technical,medium,open,neutral,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0322,2026-03-13 15:31:37,CUST-1294,chat,Bug report,I am unable to access a feature that worked yesterday.,technical,low,closed,neutral,Bug report: I am unable to access a feature that worked yesterday.,engineering
TCK-0323,2026-02-15 04:24:37,CUST-1242,email,Payment issue,I was charged twice for my subscription and I need a refund.,billing,high,closed,negative,Payment issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0324,2026-02-02 19:38:37,CUST-1005,phone,Dashboard crash,The export button crashes every time I click on it.,technical,high,pending,negative,Dashboard crash: The export button crashes every time I click on it.,engineering
TCK-0325,2026-02-11 16:29:37,CUST-1004,chat,General question,Could your support team guide me on the next steps?,general,medium,open,neutral,General question: Could your support team guide me on the next steps?,support
TCK-0326,2026-01-26 00:37:37,CUST-1030,chat,Payment issue,The invoice amount looks incorrect on my account.,billing,low,closed,neutral,Payment issue: The invoice amount looks incorrect on my account.,billing
TCK-0327,2026-03-08 23:01:37,CUST-1123,phone,Double charge,The invoice amount looks incorrect on my account.,billing,medium,open,neutral,Double charge: The invoice amount looks incorrect on my account.,billing
TCK-0328,2026-01-19 02:27:37,CUST-1173,web,Refund request,I was charged twice for my subscription and I need a refund.,billing,high,open,negative,Refund request: I was charged twice for my subscription and I need a refund.,billing
TCK-0329,2026-02-22 17:50:37,CUST-1125,email,Dashboard improvement,This is not urgent but I have a product suggestion.,product,low,open,positive,Dashboard improvement: This is not urgent but I have a product suggestion.,product
TCK-0330,2026-03-09 13:19:37,CUST-1157,chat,Need better filtering,A CSV export with more columns would be very useful.,product,medium,pending,positive,Need better filtering: A CSV export with more columns would be very useful.,product
TCK-0331,2026-02-09 21:54:37,CUST-1208,email,Subscription billing issue,Please help me fix this billing problem quickly.,billing,medium,open,negative,Subscription billing issue: Please help me fix this billing problem quickly.,billing
TCK-0332,2026-03-08 07:50:37,CUST-1032,chat,Export button not working,There seems to be a bug when I try to open the dashboard.,technical,low,open,neutral,Export button not working: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0333,2026-03-13 18:05:37,CUST-1234,email,General question,I need more information before continuing.,general,low,open,neutral,General question: I need more information before continuing.,support
TCK-0334,2026-02-18 00:01:37,CUST-1188,chat,Account question,I have a general question about how the platform works.,general,medium,closed,neutral,Account question: I have a general question about how the platform works.,support
TCK-0335,2026-01-27 05:19:37,CUST-1065,phone,Bug report,I cannot log into my account after resetting my password.,technical,high,open,negative,Bug report: I cannot log into my account after resetting my password.,engineering
TCK-0336,2026-01-26 14:50:37,CUST-1176,email,Double charge,My payment failed but the money was still debited.,billing,medium,open,neutral,Double charge: My payment failed but the money was still debited.,billing
TCK-0337,2026-02-08 16:59:37,CUST-1271,email,Password reset issue,I cannot log into my account after resetting my password.,technical,high,closed,negative,Password reset issue: I cannot log into my account after resetting my password.,engineering
TCK-0338,2026-02-04 12:02:37,CUST-1076,phone,Payment issue,Please help me fix this billing problem quickly.,billing,low,open,negative,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0339,2026-01-18 17:07:37,CUST-1086,web,Login problem,The application is slow and sometimes throws an error.,technical,high,open,neutral,Login problem: The application is slow and sometimes throws an error.,engineering
TCK-0340,2026-02-23 06:40:37,CUST-1060,web,Login problem,I am unable to access a feature that worked yesterday.,technical,medium,open,neutral,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0341,2026-03-08 21:42:37,CUST-1297,web,Payment issue,I was charged twice for my subscription and I need a refund.,billing,medium,open,neutral,Payment issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0342,2026-03-01 20:21:37,CUST-1241,web,Export button not working,I am unable to access a feature that worked yesterday.,technical,low,open,neutral,Export button not working: I am unable to access a feature that worked yesterday.,engineering
TCK-0343,2026-01-22 15:12:37,CUST-1050,email,Refund request,Please help me fix this billing problem quickly.,billing,medium,pending,negative,Refund request: Please help me fix this billing problem quickly.,billing
TCK-0344,2026-02-25 09:06:37,CUST-1042,chat,Payment issue,Please help me fix this billing problem quickly.,billing,medium,open,negative,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0345,2026-03-09 17:18:37,CUST-1168,web,Suggestion for export options,A CSV export with more columns would be very useful.,product,low,closed,positive,Suggestion for export options: A CSV export with more columns would be very useful.,product
TCK-0346,2026-02-22 14:57:37,CUST-1033,web,Invoice problem,I have not received my refund after several days.,billing,high,open,negative,Invoice problem: I have not received my refund after several days.,billing
TCK-0347,2026-02-27 17:28:37,CUST-1027,email,Login problem,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Login problem: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0348,2026-03-09 08:34:37,CUST-1051,chat,Suggestion for export options,Please consider improving the dashboard usability.,product,low,closed,neutral,Suggestion for export options: Please consider improving the dashboard usability.,product
TCK-0349,2026-03-19 06:54:37,CUST-1249,web,Dashboard improvement,This is not urgent but I have a product suggestion.,product,low,open,neutral,Dashboard improvement: This is not urgent but I have a product suggestion.,product
TCK-0350,2026-03-04 21:59:37,CUST-1159,email,Invoice problem,I have not received my refund after several days.,billing,medium,open,negative,Invoice problem: I have not received my refund after several days.,billing
TCK-0351,2026-01-20 05:35:37,CUST-1218,chat,Invoice problem,My payment failed but the money was still debited.,billing,low,open,neutral,Invoice problem: My payment failed but the money was still debited.,billing
TCK-0352,2026-03-08 16:36:37,CUST-1300,web,Bug report,I cannot log into my account after resetting my password.,technical,high,open,negative,Bug report: I cannot log into my account after resetting my password.,engineering
TCK-0353,2026-01-18 10:11:37,CUST-1156,email,Login problem,I am unable to access a feature that worked yesterday.,technical,medium,open,neutral,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0354,2026-02-08 11:03:37,CUST-1255,web,Dashboard improvement,It would be great to have dark mode in the dashboard.,product,low,open,positive,Dashboard improvement: It would be great to have dark mode in the dashboard.,product
TCK-0355,2026-02-09 19:37:37,CUST-1227,chat,Refund request,The invoice amount looks incorrect on my account.,billing,medium,closed,neutral,Refund request: The invoice amount looks incorrect on my account.,billing
TCK-0356,2026-03-02 02:18:37,CUST-1158,email,Export button not working,The application is slow and sometimes throws an error.,technical,medium,pending,negative,Export button not working: The application is slow and sometimes throws an error.,engineering
TCK-0357,2026-02-11 16:37:37,CUST-1096,web,Invoice problem,I have not received my refund after several days.,billing,high,open,negative,Invoice problem: I have not received my refund after several days.,billing
TCK-0358,2026-02-20 16:20:37,CUST-1087,email,Invoice problem,My payment failed but the money was still debited.,billing,low,open,neutral,Invoice problem: My payment failed but the money was still debited.,billing
TCK-0359,2026-02-09 05:39:37,CUST-1269,email,Bug report,I cannot log into my account after resetting my password.,technical,high,open,negative,Bug report: I cannot log into my account after resetting my password.,engineering
TCK-0360,2026-02-18 10:47:37,CUST-1045,email,Subscription billing issue,I was charged twice for my subscription and I need a refund.,billing,high,open,neutral,Subscription billing issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0361,2026-03-01 18:11:37,CUST-1285,email,Need information,I have a general question about how the platform works.,general,medium,closed,neutral,Need information: I have a general question about how the platform works.,support
TCK-0362,2026-02-19 12:26:37,CUST-1018,web,Suggestion for export options,This is not urgent but I have a product suggestion.,product,low,open,neutral,Suggestion for export options: This is not urgent but I have a product suggestion.,product
TCK-0363,2026-01-31 08:39:37,CUST-1169,email,Dark mode suggestion,A CSV export with more columns would be very useful.,product,medium,pending,neutral,Dark mode suggestion: A CSV export with more columns would be very useful.,product
TCK-0364,2026-03-20 08:52:37,CUST-1125,web,Bug report,There seems to be a bug when I try to open the dashboard.,technical,low,open,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0365,2026-01-22 07:51:37,CUST-1019,phone,Double charge,I have not received my refund after several days.,billing,high,closed,negative,Double charge: I have not received my refund after several days.,billing
TCK-0366,2026-01-27 20:15:37,CUST-1080,phone,Login problem,I cannot log into my account after resetting my password.,technical,medium,open,negative,Login problem: I cannot log into my account after resetting my password.,engineering
TCK-0367,2026-02-22 00:03:37,CUST-1216,phone,General question,Could your support team guide me on the next steps?,general,medium,open,neutral,General question: Could your support team guide me on the next steps?,support
TCK-0368,2026-02-06 01:25:37,CUST-1050,phone,Need information,Could your support team guide me on the next steps?,general,low,open,neutral,Need information: Could your support team guide me on the next steps?,support
TCK-0369,2026-02-06 12:44:37,CUST-1005,chat,Dark mode suggestion,I would like more filtering options in reports.,product,low,open,neutral,Dark mode suggestion: I would like more filtering options in reports.,product
TCK-0370,2026-03-03 12:40:37,CUST-1052,email,Refund request,I was charged twice for my subscription and I need a refund.,billing,medium,open,negative,Refund request: I was charged twice for my subscription and I need a refund.,billing
TCK-0371,2026-02-03 05:11:37,CUST-1108,phone,Login problem,The export button crashes every time I click on it.,technical,high,open,negative,Login problem: The export button crashes every time I click on it.,engineering
TCK-0372,2026-03-05 16:59:37,CUST-1151,phone,Password reset issue,The application is slow and sometimes throws an error.,technical,high,open,negative,Password reset issue: The application is slow and sometimes throws an error.,engineering
TCK-0373,2026-02-02 21:42:37,CUST-1110,email,Dashboard crash,The export button crashes every time I click on it.,technical,high,pending,negative,Dashboard crash: The export button crashes every time I click on it.,engineering
TCK-0374,2026-01-24 13:59:37,CUST-1002,web,Dashboard improvement,Please consider improving the dashboard usability.,product,low,open,neutral,Dashboard improvement: Please consider improving the dashboard usability.,product
TCK-0375,2026-03-04 02:05:37,CUST-1186,web,Payment issue,I was charged twice for my subscription and I need a refund.,billing,medium,pending,negative,Payment issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0376,2026-02-24 00:48:37,CUST-1242,email,Dashboard improvement,This is not urgent but I have a product suggestion.,product,low,open,neutral,Dashboard improvement: This is not urgent but I have a product suggestion.,product
TCK-0377,2026-01-29 08:24:37,CUST-1283,chat,Export button not working,There seems to be a bug when I try to open the dashboard.,technical,low,open,positive,Export button not working: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0378,2026-01-29 17:10:37,CUST-1089,chat,Subscription billing issue,The invoice amount looks incorrect on my account.,billing,medium,open,neutral,Subscription billing issue: The invoice amount looks incorrect on my account.,billing
TCK-0379,2026-03-12 15:32:37,CUST-1263,email,Export button not working,The export button crashes every time I click on it.,technical,high,open,negative,Export button not working: The export button crashes every time I click on it.,engineering
TCK-0380,2026-03-20 08:30:37,CUST-1193,chat,Suggestion for export options,This is not urgent but I have a product suggestion.,product,low,open,positive,Suggestion for export options: This is not urgent but I have a product suggestion.,product
TCK-0381,2026-03-17 08:33:37,CUST-1071,email,Password reset issue,The application is slow and sometimes throws an error.,technical,medium,open,negative,Password reset issue: The application is slow and sometimes throws an error.,engineering
TCK-0382,2026-03-06 14:09:37,CUST-1146,phone,Payment issue,My payment failed but the money was still debited.,billing,low,open,neutral,Payment issue: My payment failed but the money was still debited.,billing
TCK-0383,2026-03-12 06:42:37,CUST-1226,chat,Refund request,Please help me fix this billing problem quickly.,billing,low,pending,negative,Refund request: Please help me fix this billing problem quickly.,billing
TCK-0384,2026-03-12 03:29:37,CUST-1193,chat,Export button not working,The export button crashes every time I click on it.,technical,high,open,negative,Export button not working: The export button crashes every time I click on it.,engineering
TCK-0385,2026-01-18 12:01:37,CUST-1040,chat,Dashboard crash,There seems to be a bug when I try to open the dashboard.,technical,low,open,positive,Dashboard crash: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0386,2026-02-04 13:13:37,CUST-1267,phone,Bug report,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0387,2026-03-17 06:23:37,CUST-1277,chat,Subscription billing issue,I was charged twice for my subscription and I need a refund.,billing,high,open,negative,Subscription billing issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0388,2026-01-26 04:24:37,CUST-1135,email,Clarification needed,I need more information before continuing.,general,low,pending,neutral,Clarification needed: I need more information before continuing.,support
TCK-0389,2026-03-12 10:08:37,CUST-1111,phone,Clarification needed,Could your support team guide me on the next steps?,general,low,open,neutral,Clarification needed: Could your support team guide me on the next steps?,support
TCK-0390,2026-03-02 22:25:37,CUST-1211,chat,Bug report,I am unable to access a feature that worked yesterday.,technical,medium,open,positive,Bug report: I am unable to access a feature that worked yesterday.,engineering
TCK-0391,2026-02-21 17:16:37,CUST-1224,phone,Suggestion for export options,This is not urgent but I have a product suggestion.,product,low,closed,neutral,Suggestion for export options: This is not urgent but I have a product suggestion.,product
TCK-0392,2026-01-18 13:31:37,CUST-1077,chat,Suggestion for export options,A CSV export with more columns would be very useful.,product,low,open,positive,Suggestion for export options: A CSV export with more columns would be very useful.,product
TCK-0393,2026-03-17 13:48:37,CUST-1080,web,Payment issue,Please help me fix this billing problem quickly.,billing,low,open,negative,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0394,2026-01-25 17:10:37,CUST-1049,phone,Refund request,I have not received my refund after several days.,billing,high,open,negative,Refund request: I have not received my refund after several days.,billing
TCK-0395,2026-03-04 21:15:37,CUST-1279,chat,Need information,I need more information before continuing.,general,medium,pending,neutral,Need information: I need more information before continuing.,support
TCK-0396,2026-02-19 12:57:37,CUST-1071,chat,Dashboard improvement,It would be great to have dark mode in the dashboard.,product,low,open,positive,Dashboard improvement: It would be great to have dark mode in the dashboard.,product
TCK-0397,2026-02-07 03:29:37,CUST-1140,web,Refund request,My payment failed but the money was still debited.,billing,low,open,positive,Refund request: My payment failed but the money was still debited.,billing
TCK-0398,2026-02-28 09:38:37,CUST-1053,email,Invoice problem,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Invoice problem: The invoice amount looks incorrect on my account.,billing
TCK-0399,2026-03-14 20:05:37,CUST-1283,web,Clarification needed,I have a general question about how the platform works.,general,medium,pending,neutral,Clarification needed: I have a general question about how the platform works.,support
TCK-0400,2026-03-18 19:36:37,CUST-1166,chat,Double charge,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Double charge: The invoice amount looks incorrect on my account.,billing
